"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"1203";"Paypal";"25.07.2026";"";"DB Vertrieb GmbH 1549719570";"4673";"0,00";"19,80";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Wolt License Serv... ec91b6a6-2677-49a4-b456-90d1c3e47afa";"4650";"0,00";"17,06";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Wolt License Serv... ec91b6a6-2677-49a4-b456-90d1c3e47afa";"4654";"0,00";"7,31";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Wolt License Serv... b53b2c12-db58-412d-8546-8d57aee2b94e";"4650";"0,00";"15,97";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Wolt License Serv... b53b2c12-db58-412d-8546-8d57aee2b94e";"4654";"0,00";"6,84";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 4fVuzexypPtJ4ipjflS7Aka0";"4650";"0,00";"22,11";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 4fVuzexypPtJ4ipjflS7Aka0";"4654";"0,00";"9,47";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 7qtpQpCAuJSXeNOyusVduIa0";"4650";"0,00";"17,35";"7,00";"1571"
"1203";"Paypal";"25.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 7qtpQpCAuJSXeNOyusVduIa0";"4654";"0,00";"7,43";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... d1978034-c76d-4f6b-83f2-d7cfbebe8004";"4650";"0,00";"17,07";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... d1978034-c76d-4f6b-83f2-d7cfbebe8004";"4654";"0,00";"7,31";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... 8fc906f7-e8be-4b42-bb67-61a60dd732bf";"4650";"0,00";"27,94";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... 8fc906f7-e8be-4b42-bb67-61a60dd732bf";"4654";"0,00";"11,97";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... 6a666943fa7af8f867696bb4";"4650";"0,00";"3,49";"7,00";"1571"
"1203";"Paypal";"26.07.2026";"";"Wolt License Serv... 6a666943fa7af8f867696bb4";"4654";"0,00";"1,50";"7,00";"1571"
"1203";"Paypal";"27.07.2026";"";"Wolt License Serv... 5ec6bb3e-51dc-4314-bba3-fc924a5fea3b";"4650";"0,00";"22,20";"7,00";"1571"
"1203";"Paypal";"27.07.2026";"";"Wolt License Serv... 5ec6bb3e-51dc-4314-bba3-fc924a5fea3b";"4654";"0,00";"9,52";"7,00";"1571"
"1203";"Paypal";"28.07.2026";"";"Wolt License Serv... 8e5e90b5-8478-4f9a-931a-11ffe2471a7f";"4650";"0,00";"35,90";"7,00";"1571"
"1203";"Paypal";"28.07.2026";"";"Wolt License Serv... 8e5e90b5-8478-4f9a-931a-11ffe2471a7f";"4654";"0,00";"15,39";"7,00";"1571"
"1203";"Paypal";"28.07.2026";"";"Wolt License Serv... 3487b8be-da17-4f04-a2af-81e72e94c09d";"4650";"0,00";"13,64";"7,00";"1571"
"1203";"Paypal";"28.07.2026";"";"Wolt License Serv... 3487b8be-da17-4f04-a2af-81e72e94c09d";"4654";"0,00";"5,85";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 5bc4cd42-e200-4967-aaf9-8e3e7014f3b7";"4650";"0,00";"12,87";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 5bc4cd42-e200-4967-aaf9-8e3e7014f3b7";"4654";"0,00";"5,52";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 8809840a-2df5-4f04-95a3-e638f4629070";"4650";"0,00";"17,93";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 8809840a-2df5-4f04-95a3-e638f4629070";"4654";"0,00";"7,69";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 69a67d6b-6fb3-46e8-bedb-d03c6a1646c8";"4650";"0,00";"15,97";"7,00";"1571"
"1203";"Paypal";"30.07.2026";"";"Wolt License Serv... 69a67d6b-6fb3-46e8-bedb-d03c6a1646c8";"4654";"0,00";"6,85";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Wolt License Serv... 9956eb70-4714-4ce3-8fcf-d41890e588da";"4650";"0,00";"14,44";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Wolt License Serv... 9956eb70-4714-4ce3-8fcf-d41890e588da";"4654";"0,00";"6,19";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 3vLEt4Eas0tn77wSWof44ba0";"4650";"0,00";"8,13";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 3vLEt4Eas0tn77wSWof44ba0";"4654";"0,00";"3,48";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 6esbOaMbN07pzrgwYFDPYTa0";"4650";"0,00";"8,03";"7,00";"1571"
"1203";"Paypal";"31.07.2026";"";"Uber Payments BV Teilweise auch Fahrten 6esbOaMbN07pzrgwYFDPYTa0";"4654";"0,00";"3,44";"7,00";"1571"
"1203";"Paypal";"01.08.2026";"";"Wolt License Serv... c598da3f-bff4-4584-bc1e-19c18c98dbed";"4650";"0,00";"14,81";"7,00";"1571"
"1203";"Paypal";"01.08.2026";"";"Wolt License Serv... c598da3f-bff4-4584-bc1e-19c18c98dbed";"4654";"0,00";"6,34";"7,00";"1571"
"1203";"Paypal";"01.08.2026";"";"Wolt License Serv... 9987a306-67de-437f-92bd-65d1b785e437";"4650";"0,00";"19,96";"7,00";"1571"
"1203";"Paypal";"01.08.2026";"";"Wolt License Serv... 9987a306-67de-437f-92bd-65d1b785e437";"4654";"0,00";"8,56";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 1WsEHRIUCO1HujQqLLRevca0";"4650";"0,00";"23,74";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 1WsEHRIUCO1HujQqLLRevca0";"4654";"0,00";"10,17";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 618huXDu7sBMx1xPutWgLla0";"4650";"0,00";"8,03";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 618huXDu7sBMx1xPutWgLla0";"4654";"0,00";"3,44";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 1pY1ZnBEhQldcHuKgwzfnQa0";"4650";"0,00";"8,02";"7,00";"1571"
"1203";"Paypal";"02.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 1pY1ZnBEhQldcHuKgwzfnQa0";"4654";"0,00";"3,44";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Wolt License Serv... f563f087-1529-4b25-abc2-0e04cd9e479c";"4650";"0,00";"20,00";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Wolt License Serv... f563f087-1529-4b25-abc2-0e04cd9e479c";"4654";"0,00";"8,57";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 35qGB63b8R0p4wgbnlsaoMa0";"4650";"0,00";"5,94";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 35qGB63b8R0p4wgbnlsaoMa0";"4654";"0,00";"2,54";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 6Sjvtve75q5aPvuQzERlCXa0";"4650";"0,00";"6,71";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 6Sjvtve75q5aPvuQzERlCXa0";"4654";"0,00";"2,88";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Wolt License Serv... b9358c0f-4e93-4772-9bb1-0b56bc8c0ccb";"4650";"0,00";"37,51";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Wolt License Serv... b9358c0f-4e93-4772-9bb1-0b56bc8c0ccb";"4654";"0,00";"16,07";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 6Xp2pXIlbIuDwijUCLudx8a0";"4650";"0,00";"16,98";"7,00";"1571"
"1203";"Paypal";"03.08.2026";"";"Uber Payments BV Teilweise auch Fahrten 6Xp2pXIlbIuDwijUCLudx8a0";"4654";"0,00";"7,28";"7,00";"1571"
"1360";"Geldtransit";"01.01.2026";"";"Geldtransit";"1203";"0,00";"2.500,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"HUK24, KRAFTFAHRT-VERSICHERUNG 667/706032-Q, D-JW 1224 EREF: 212+ZKLE 30.12.25 667/706032-Q F MREF: ML049537915 CRED: DE17ZZZ00000031285 IBAN: DE14700500000002034343 BIC: BYLADEMM ABWA: HUK24 AG";"1201";"591,50";"0,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123109517261418";"1201";"0,00";"10.000,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123114185460097";"1201";"0,00";"1.000,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123114517276028";"1201";"0,00";"2.500,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"1.800,00";"0,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"2.500,00";"0,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"4.000,00";"0,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"4.800,00";"0,00";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"v2_6284fd74-0ea3-4246-b6e4-d257c7ac9030_2_12";"1203";"0,00";"112,69";"0,00";""
"1360";"Geldtransit";"02.01.2026";"";"v2_da20638e-fed1-40cb-b0f3-1a2a90f7b0d5_2_21";"1203";"0,00";"161,19";"0,00";""
"1360";"Geldtransit";"03.01.2026";"";"MTFKQNDBZQa0";"1203";"0,00";"5,87";"0,00";""
"1360";"Geldtransit";"03.01.2026";"";"Geldtransit";"1203";"0,00";"4.000,00";"0,00";""
"1360";"Geldtransit";"03.01.2026";"";"Geldtransit";"1203";"0,00";"4.800,00";"0,00";""
"1360";"Geldtransit";"03.01.2026";"";"Geldtransit";"1203";"0,00";"1.800,00";"0,00";""
"1360";"Geldtransit";"04.01.2026";"";"v2_26e38fdd-bb5b-453b-b7b6-d9f166d763a0_2_1";"1203";"0,00";"199,00";"0,00";""
"1360";"Geldtransit";"04.01.2026";"";"695a834ccb82f38bc902a17a";"1203";"0,00";"6,82";"0,00";""
"1360";"Geldtransit";"04.01.2026";"";"2G6pUWByPOvnf8oNt1eo0Ca0";"1203";"0,00";"22,89";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"Geldtransit";"1201";"0,00";"750,00";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"Rücklagen / DA-5  IBAN: DE34370626004041097022 BIC: GENODED1PAF";"1201";"750,00";"0,00";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"Z72ZIH6V3AJT";"1203";"0,00";"10,00";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"v2_254c5ace-3ada-4426-863b-e7805004f1e5_2_16";"1203";"0,00";"100,00";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"dp-p-55379166";"1203";"0,00";"28,10";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"sUn9OSiWOaIdbON1agAnca0";"1203";"0,00";"22,88";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"v2_cd8cb99f-fac5-4519-8cf5-2859639c259f_2_9";"1203";"0,00";"12,94";"0,00";""
"1360";"Geldtransit";"05.01.2026";"";"695beb1e304e93bffebda340";"1203";"0,00";"4,99";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047341193103/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047341193103 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"112,69";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047342432953/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047342432953 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"161,19";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047357048277/PP.6140.PP/. Apple Services, Ihr Einkauf bei Apple Services EREF: 1047357048277 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"5,87";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047387027435/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047387027435 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"199,00";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047389967842/. Wolt, Ihr Einkauf bei Wolt EREF: 1047389967842 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"6,82";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047392140817/. Uber, Ihr Einkauf bei Uber EREF: 1047392140817 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"22,89";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047402035094/PP.6140.PP/. Microsoft Payments, Ihr Einkauf bei Microsoft Payments EREF: 1047402035094 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"10,00";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"1047406354406/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047406354406 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"100,00";"0,00";"0,00";""
"1360";"Geldtransit";"06.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"1.500,00";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"1047407304811/. Galaxus Deutschland GmbH, Ihr Einkauf bei Galaxus Deutschland GmbH EREF: 1047407304811 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"28,10";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"1047410444581/. Uber, Ihr Einkauf bei Uber EREF: 1047410444581 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"22,88";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"1047413418129/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047413418129 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"12,94";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"1047413545361/. Wolt, Ihr Einkauf bei Wolt EREF: 1047413545361 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"4,99";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"3.600,00";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"3.700,00";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"4.500,00";"0,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"Geldtransit";"1203";"0,00";"1.500,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_16dd3719-3669-49c1-9d39-9db125f2b428_2_5";"1203";"0,00";"100,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_53921586-d828-4762-93b4-754da8bc2482_2_15";"1203";"0,00";"99,89";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_adf55cc4-3cb3-4333-abc5-3ce7e00e6db8_2_20";"1203";"0,00";"126,59";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_6094b42f-f00a-436a-979b-fe96f0da844c_2_4";"1203";"0,00";"99,99";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_fdd30cc3-23eb-40c1-9910-41b0bef0a7bb_2_4";"1203";"0,00";"86,18";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_38d6f797-2e76-4d71-883f-b4ea1f4e87d0_2_9";"1203";"0,00";"181,98";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_18aba457-45c6-42c3-b51e-2110a4e22701_2_4";"1203";"0,00";"96,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_89d18f15-4f83-4361-9c52-0c57f03393f1_2_2";"1203";"0,00";"110,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_a65e8ba2-e978-4b4e-89ea-2bd656d5a687_2_13";"1203";"0,00";"120,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"Geldtransit";"1203";"0,00";"300,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_2fb34a5f-fb47-4d9c-a840-3b913af220af_2_0";"1203";"0,00";"87,69";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_cdbc530b-8f5d-4582-afeb-a30bcf724321_2_22";"1203";"0,00";"105,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_17c6be6e-fcad-4fdf-b585-088ad4ddcdaf_2_20";"1203";"0,00";"95,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_cef09504-3440-457c-9965-e3bcd591ba97_2_3";"1203";"0,00";"165,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_b77e2368-eca5-48eb-a9ac-c12fbf93c4e7_2_7";"1203";"0,00";"112,69";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_a7c1e815-9e0f-4f74-bff4-aa0198a35697_2_14";"1203";"0,00";"96,45";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_89eb37a5-5d99-4f55-9f2e-e885a444e3ef_2_5";"1203";"0,00";"130,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_b431aabc-9af1-413f-a96f-0878263de3c6_2_16";"1203";"0,00";"136,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_f3525a5c-cd30-4d07-9d54-e19bb0f770dc_2_7";"1203";"0,00";"85,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_8ef887f4-c8ba-4109-81a9-40f958cc36bf_2_5";"1203";"0,00";"285,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"payin_m_01KEC7JMR9MJQJ98AYBDX70Z7W";"1203";"0,00";"144,15";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"Geldtransit";"1203";"0,00";"110,00";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"Geldtransit";"1203";"0,00";"183,50";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_d71b8041-a1dd-4d4b-a47f-50dd0f9cc8aa_2_9";"1203";"0,00";"99,95";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_b89d8615-bbe9-42b3-b107-aa37db7b95b5_2_15";"1203";"0,00";"155,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_662b6ed0-a1c3-41bb-bbcc-89544d18edd0_2_4";"1203";"0,00";"111,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_d091f4ea-cd8d-4dad-a8d7-57757947b433_2_0";"1203";"0,00";"106,19";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_a1c1afa3-46a7-4f58-a9de-be7b2040d4d0_2_16";"1203";"0,00";"86,99";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_6ee9a975-4b81-4215-b895-ffb45ad1860a_2_8";"1203";"0,00";"117,69";"0,00";""
"1360";"Geldtransit";"07.01.2026";"";"v2_db276956-fb4b-40bb-9ffd-169cff0544e1_2_9";"1203";"0,00";"89,99";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450146195/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450146195 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"100,19";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450196098/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450196098 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"99,89";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450239400/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450239400 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"126,59";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450345544/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450345544 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"99,99";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450382421/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450382421 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"86,18";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450434826/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450434826 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"181,98";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450486955/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450486955 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"96,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450595606/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450595606 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"110,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450803809/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047450803809 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"120,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047450975244/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047450975244 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"300,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047451098777/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451098777 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"87,69";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047451179593/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451179593 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"105,19";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047451209340/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451209340 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"95,19";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047451231411/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451231411 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"165,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"1047451267470/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451267470 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"112,69";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"INSTANT TRANSFER EREF: 26010811862078464";"1201";"0,00";"3.000,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"INSTANT TRANSFER EREF: 26010814695430201";"1201";"0,00";"1.700,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"Geldtransit";"1203";"0,00";"3.700,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"Geldtransit";"1203";"0,00";"3.600,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"Geldtransit";"1203";"0,00";"4.500,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"Geldtransit";"1203";"3.000,00";"0,00";"0,00";""
"1360";"Geldtransit";"08.01.2026";"";"Geldtransit";"1203";"1.700,00";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047451890512/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451890512 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"96,45";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047451925283/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451925283 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"130,19";"0,00";"0,00";""
